Logistic_Probabilities,RF_Probabilities
"[1.32737085e-04 8.81693864e-05 1.19009119e-04 9.98029026e-01
 9.77056945e-05 9.39167289e-05 9.42071636e-05 1.37184936e-04
 5.36010064e-05 1.19023253e-04 2.95763654e-04 7.13405958e-05
 1.18259331e-04 1.38916831e-04 1.13868123e-04 1.16298422e-04
 9.25813879e-05 8.83916606e-05]","[0.06 0.01 0.01 0.85 0.   0.   0.01 0.   0.   0.02 0.   0.   0.02 0.
 0.   0.02 0.   0.  ]"
"[6.75686275e-05 8.81111602e-05 2.97962435e-05 7.51712671e-05
 4.18217948e-05 4.66876340e-05 9.98941541e-01 7.76960283e-05
 1.91471856e-05 7.82624551e-05 1.09433874e-05 1.03170906e-04
 3.46625791e-05 4.82079354e-05 9.27820557e-05 8.69042988e-05
 3.40577569e-05 1.23467275e-04]","[0.   0.05 0.   0.04 0.01 0.   0.8  0.01 0.   0.01 0.   0.02 0.   0.
 0.02 0.02 0.   0.02]"
"[3.25671392e-05 4.64289031e-05 2.99328927e-05 3.68914951e-05
 5.34262512e-05 6.13618816e-05 4.65327597e-05 3.92274821e-05
 9.99138930e-01 4.75077199e-05 1.32330353e-04 4.60681210e-05
 3.21691994e-05 2.86681241e-05 5.03372707e-05 3.31306058e-05
 7.39588823e-05 7.05309993e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.95 0.02 0.01 0.01 0.   0.
 0.01 0.   0.   0.  ]"
"[9.98604015e-01 8.80354430e-05 8.96740653e-05 5.23679997e-05
 6.37776559e-05 1.40675060e-04 1.21750398e-04 7.56329198e-05
 5.08341338e-05 8.80755437e-05 9.39298140e-05 6.97562385e-05
 9.46366738e-05 6.26636608e-05 1.28001447e-04 5.26895951e-05
 4.78661213e-05 7.56186239e-05]","[0.83 0.02 0.01 0.   0.01 0.   0.02 0.   0.   0.   0.   0.01 0.03 0.01
 0.03 0.03 0.   0.  ]"
"[9.98096458e-01 1.02488425e-04 1.06637437e-04 1.27298144e-04
 6.88101604e-05 1.18839381e-04 8.15453714e-05 8.56329529e-05
 4.38480930e-05 1.45396300e-04 3.17730625e-04 1.04085487e-04
 8.54612102e-05 9.44814144e-05 1.19918506e-04 1.23173052e-04
 6.68705809e-05 1.11324367e-04]","[0.93 0.   0.   0.   0.   0.02 0.   0.   0.   0.01 0.01 0.01 0.   0.01
 0.01 0.   0.   0.  ]"
"[4.10961595e-05 3.87833008e-05 3.21554718e-05 5.32550231e-05
 9.50078668e-05 2.30361579e-05 3.91247024e-05 4.24812331e-05
 9.98597320e-01 3.24626457e-05 6.93155876e-04 2.06298403e-05
 3.43832262e-05 6.16463140e-05 2.42069087e-05 5.84306744e-05
 9.60093220e-05 1.68150380e-05]","[0.   0.   0.   0.   0.02 0.   0.   0.   0.94 0.   0.01 0.   0.   0.
 0.   0.   0.03 0.  ]"
"[9.37014661e-05 1.04105227e-04 7.74115253e-05 9.30469495e-05
 5.91087706e-05 1.05073107e-04 9.36814812e-05 7.54424872e-05
 3.71170789e-05 1.15031040e-04 1.55351538e-04 1.07230565e-04
 9.78077701e-05 8.83777815e-05 1.03957325e-04 9.98438234e-01
 5.68940403e-05 9.84276160e-05]","[0.02 0.   0.   0.   0.   0.   0.   0.   0.   0.01 0.   0.   0.   0.
 0.   0.97 0.   0.  ]"
"[9.11383221e-05 7.14749998e-05 1.19679118e-04 1.35779736e-04
 1.12781721e-04 2.96468563e-04 1.11141552e-04 9.98041643e-01
 2.99987382e-05 6.35216883e-05 3.22006611e-04 4.27403331e-05
 1.13526066e-04 1.12204482e-04 7.60861756e-05 1.18090052e-04
 8.24891184e-05 5.92296720e-05]","[0.01 0.   0.01 0.04 0.   0.   0.   0.89 0.   0.   0.   0.   0.01 0.01
 0.01 0.02 0.   0.  ]"
"[1.06207802e-04 1.68267148e-04 4.78782032e-05 5.44874592e-05
 3.43733286e-05 9.81148313e-05 1.06118814e-04 5.14053560e-05
 1.64135420e-05 9.17684120e-05 4.91421660e-06 1.78021140e-04
 8.36733492e-05 4.05419760e-05 1.43146020e-04 5.98836418e-05
 4.66996823e-05 9.98668085e-01]","[0.01 0.01 0.   0.   0.   0.   0.01 0.01 0.   0.01 0.   0.03 0.02 0.
 0.   0.   0.   0.9 ]"
"[4.78906582e-05 3.65594547e-05 7.85502986e-05 6.20377140e-05
 9.98417745e-01 2.32461300e-05 4.15428588e-05 5.58411442e-05
 1.16152679e-04 3.58781336e-05 7.37154776e-04 2.66431013e-05
 5.33946853e-05 6.86253762e-05 3.76398252e-05 5.01362340e-05
 9.16315982e-05 1.93301809e-05]","[0.   0.   0.01 0.   0.7  0.   0.   0.   0.04 0.   0.25 0.   0.   0.
 0.   0.   0.   0.  ]"
"[9.42318124e-05 1.96057243e-04 5.54812712e-05 9.81962136e-05
 3.79786236e-05 1.84319699e-04 1.43567604e-04 7.37479980e-05
 3.08658125e-05 1.85626933e-04 1.50699398e-05 9.98111983e-01
 1.23385593e-04 6.16807090e-05 1.37870180e-04 9.29156925e-05
 6.09617561e-05 2.96059630e-04]","[0.   0.   0.   0.   0.   0.03 0.01 0.   0.02 0.03 0.   0.87 0.   0.
 0.01 0.   0.   0.03]"
"[4.20882673e-05 4.93617216e-05 2.75972475e-05 2.80367207e-05
 4.19748828e-05 5.86264701e-05 4.24610849e-05 2.78612738e-05
 9.99284255e-01 3.22951238e-05 1.03443512e-04 6.01821716e-05
 4.26984599e-05 2.04534377e-05 4.20104856e-05 2.03391178e-05
 2.73165458e-05 4.89983278e-05]","[0.   0.   0.   0.   0.02 0.01 0.   0.   0.94 0.01 0.   0.   0.01 0.
 0.01 0.   0.   0.  ]"
"[1.35728789e-04 1.46842627e-04 1.23928728e-04 1.51303501e-04
 8.74611396e-05 1.29426341e-04 1.11936389e-04 1.60871671e-04
 3.76275804e-05 1.10692782e-04 3.87901698e-04 7.96959077e-05
 1.22601299e-04 1.33924698e-04 1.23182118e-04 9.97763297e-01
 9.80610278e-05 9.55171059e-05]","[0.02 0.   0.   0.01 0.   0.04 0.   0.01 0.   0.   0.   0.   0.03 0.
 0.03 0.86 0.   0.  ]"
"[3.53347141e-05 7.45117718e-05 1.04374135e-05 2.00907498e-05
 7.97554616e-06 1.34362626e-04 5.27171874e-05 1.01409865e-05
 8.86920805e-06 6.24562131e-05 1.54441615e-07 1.26490146e-04
 3.66102144e-05 1.40666911e-05 4.69729846e-05 2.92311902e-05
 1.25203065e-05 9.99317058e-01]","[0.   0.   0.   0.   0.   0.   0.   0.   0.01 0.   0.   0.06 0.01 0.
 0.   0.   0.   0.92]"
"[9.97979384e-01 1.31605681e-04 9.17240542e-05 8.75438742e-05
 8.53435761e-05 1.24815612e-04 1.35356143e-04 1.70491438e-04
 2.42001172e-05 9.75988623e-05 2.21458402e-04 1.56842669e-04
 1.11788513e-04 1.04299748e-04 1.39025887e-04 9.81906268e-05
 8.45134495e-05 1.55817239e-04]","[0.85 0.02 0.   0.01 0.   0.03 0.   0.02 0.02 0.   0.   0.   0.04 0.
 0.01 0.   0.   0.  ]"
"[1.30612417e-04 1.56355236e-04 9.33177807e-05 7.90754443e-05
 6.24558328e-05 8.40197773e-05 1.19381370e-04 8.90442166e-05
 3.29787182e-05 9.68016728e-05 5.62489446e-05 1.43469802e-04
 1.16890974e-04 8.01827921e-05 9.98332121e-01 7.40540312e-05
 7.44277972e-05 1.78562249e-04]","[0.02 0.09 0.   0.01 0.   0.   0.03 0.   0.   0.01 0.   0.02 0.01 0.01
 0.8  0.   0.   0.  ]"
"[1.07880036e-04 1.27466929e-04 8.50037749e-05 1.08499137e-04
 6.67682213e-05 1.29963784e-04 9.98141005e-01 8.61153003e-05
 3.92113125e-05 1.43547549e-04 1.63906554e-04 1.38932820e-04
 1.15022032e-04 9.56896531e-05 1.29676849e-04 1.23854489e-04
 6.54735995e-05 1.31982540e-04]","[0.01 0.02 0.   0.   0.   0.   0.94 0.   0.   0.01 0.   0.   0.   0.
 0.01 0.   0.   0.01]"
"[8.58583614e-05 9.93799330e-05 9.76878734e-05 9.98170325e-01
 8.31555489e-05 7.31079376e-05 9.89378982e-05 7.50981650e-05
 3.44451953e-05 9.27420758e-05 3.74826646e-04 1.08533073e-04
 1.20531310e-04 1.21315167e-04 1.03163253e-04 9.07315623e-05
 8.17268232e-05 8.84339005e-05]","[0.01 0.01 0.   0.78 0.   0.03 0.02 0.02 0.   0.01 0.   0.01 0.05 0.01
 0.02 0.03 0.   0.  ]"
"[1.00198121e-04 7.35251595e-05 1.32465069e-04 8.99596655e-05
 7.98132848e-05 5.51004418e-05 1.10005334e-04 7.40241047e-05
 2.37334400e-05 9.03411801e-05 1.63801275e-04 4.64664367e-05
 4.41696288e-05 9.98611852e-01 8.34168399e-05 1.19981672e-04
 6.01545329e-05 4.09918867e-05]","[0.01 0.   0.03 0.02 0.   0.   0.   0.01 0.01 0.   0.01 0.   0.   0.9
 0.   0.01 0.   0.  ]"
"[5.91697163e-05 5.38737735e-05 1.28651654e-04 7.55475471e-05
 1.77135126e-04 2.08974830e-04 5.24988785e-05 8.05299000e-05
 9.97357723e-01 4.17497173e-05 1.26792862e-03 2.83093978e-05
 7.96986074e-05 9.42615077e-05 5.48199289e-05 8.58436020e-05
 1.28884030e-04 2.43997860e-05]","[0.   0.   0.02 0.   0.   0.   0.   0.   0.9  0.   0.05 0.   0.   0.
 0.01 0.   0.02 0.  ]"
"[1.11629303e-04 1.10640493e-04 9.83835225e-05 9.99444871e-05
 7.27981992e-05 1.19581891e-04 1.08484979e-04 8.78671765e-05
 3.91162235e-05 9.98234337e-01 1.98710808e-04 1.10691403e-04
 1.10764702e-04 1.09205674e-04 1.11146453e-04 1.03906053e-04
 6.94501576e-05 1.03341322e-04]","[0.   0.01 0.   0.   0.   0.   0.01 0.   0.   0.98 0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[4.40971698e-05 4.51394348e-05 3.97963351e-05 4.47239783e-05
 6.87972408e-05 4.31011036e-05 4.38783774e-05 3.71791851e-05
 9.98954060e-01 4.94463949e-05 2.92725262e-04 4.54921311e-05
 4.67397464e-05 4.45235118e-05 4.57336504e-05 4.72905021e-05
 6.84685516e-05 3.88072602e-05]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
"[5.66816079e-05 3.69108733e-05 8.45256910e-05 5.14222611e-05
 1.10104243e-04 2.73978703e-05 5.91673350e-05 4.43176155e-05
 9.98049845e-01 4.63815929e-05 1.10570818e-03 2.15561845e-05
 2.48721101e-05 7.55548700e-05 4.08365823e-05 6.18248378e-05
 8.53971137e-05 1.74958633e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.93 0.   0.05 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[1.00101231e-04 7.72961169e-05 9.98400500e-01 1.25817121e-04
 6.40354840e-05 5.01738099e-05 1.03931064e-04 1.05810892e-04
 5.95440700e-05 4.91054755e-05 3.55474072e-04 4.64381888e-05
 8.94565680e-05 9.09314301e-05 6.65578672e-05 9.33066503e-05
 7.06158193e-05 5.09044079e-05]","[0.   0.   0.83 0.03 0.   0.   0.05 0.01 0.   0.   0.01 0.   0.01 0.04
 0.02 0.   0.   0.  ]"
"[6.91624413e-05 1.14080116e-04 7.40479293e-05 8.29707786e-05
 6.93529171e-05 9.91881696e-05 2.30350488e-04 1.11134284e-04
 1.86098865e-05 9.98065168e-01 8.54543918e-05 1.22733696e-04
 2.47713518e-04 8.43968080e-05 9.60278327e-05 2.54826489e-04
 6.94998271e-05 1.05282024e-04]","[0.   0.01 0.   0.   0.   0.   0.03 0.02 0.   0.89 0.   0.01 0.01 0.
 0.01 0.02 0.   0.  ]"
"[4.07899104e-05 3.64359513e-05 5.61968511e-05 5.40188601e-05
 7.79268732e-05 2.38461382e-05 3.96330774e-05 4.57706816e-05
 9.98625925e-01 3.81383090e-05 6.48358655e-04 2.99524743e-05
 4.77172892e-05 5.00631286e-05 4.00364320e-05 4.84384939e-05
 7.36699916e-05 2.30820619e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.99 0.   0.   0.   0.   0.
 0.   0.   0.01 0.  ]"
"[4.21629363e-05 6.98030976e-05 4.09194142e-05 2.27825495e-04
 6.45470027e-05 1.67637762e-04 5.77687633e-05 4.73431601e-05
 9.98709562e-01 6.33157160e-05 9.30752188e-05 5.32103411e-05
 5.97195307e-05 4.28433331e-05 4.82670662e-05 4.80389896e-05
 9.49288530e-05 6.90313751e-05]","[0.01 0.   0.   0.02 0.01 0.   0.03 0.   0.88 0.02 0.02 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[1.06747876e-04 1.25319854e-04 1.41710776e-04 1.50470204e-04
 8.93204051e-05 1.14787171e-04 1.30700898e-04 1.06893448e-04
 5.75474059e-05 1.18495668e-04 2.37303981e-04 1.12573843e-04
 9.97958225e-01 1.35144088e-04 1.25686605e-04 1.16803378e-04
 8.38474907e-05 8.84221468e-05]","[0.01 0.01 0.04 0.02 0.   0.02 0.01 0.   0.02 0.03 0.   0.   0.75 0.04
 0.03 0.02 0.   0.  ]"
"[1.80791837e-04 1.88312631e-04 4.66178527e-05 9.34157407e-05
 6.14392180e-05 2.46957121e-04 1.47601953e-04 9.11772502e-05
 3.46828155e-05 1.93388273e-04 1.61161173e-05 2.60578968e-04
 1.02400356e-04 4.57122822e-05 2.60809462e-04 9.62921436e-05
 1.05859349e-04 9.97827847e-01]","[0.02 0.01 0.   0.01 0.   0.04 0.01 0.   0.   0.02 0.01 0.03 0.01 0.
 0.09 0.02 0.   0.73]"
"[4.98604753e-05 4.27371701e-05 6.08323487e-05 6.08516080e-05
 1.06412390e-04 3.57158214e-05 4.66983479e-05 5.31707676e-05
 1.06226766e-04 5.00588467e-05 1.07450274e-03 3.68044497e-05
 5.90032300e-05 6.87335229e-05 4.22282214e-05 6.05749292e-05
 9.98018005e-01 2.75833981e-05]","[0.   0.   0.   0.   0.03 0.   0.   0.   0.01 0.   0.   0.   0.   0.
 0.   0.   0.96 0.  ]"
"[5.59292793e-05 9.56270757e-05 2.97913410e-05 4.26310561e-05
 1.98110704e-05 1.30384647e-04 6.16185959e-05 5.82557131e-05
 1.59116051e-05 7.63371604e-05 6.15161317e-06 9.98872731e-01
 7.79984918e-05 3.39854069e-05 1.14030560e-04 8.19660514e-05
 3.40439434e-05 1.92795107e-04]","[0.02 0.01 0.   0.   0.   0.02 0.   0.   0.   0.   0.   0.85 0.   0.
 0.04 0.03 0.   0.03]"
"[1.09164664e-04 8.94112863e-05 1.28891323e-04 9.98035489e-01
 8.83549906e-05 8.37275298e-05 9.46205308e-05 1.03366190e-04
 4.70713031e-05 9.92199097e-05 4.53612052e-04 7.54011371e-05
 1.16308506e-04 1.42808584e-04 8.61660162e-05 1.10127445e-04
 7.70901400e-05 5.91695325e-05]","[0.   0.01 0.   0.99 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.31372343e-04 9.97172005e-05 1.38148538e-04 1.21984177e-04
 7.79746195e-05 1.16913205e-04 1.39031331e-04 9.97942084e-01
 6.07534675e-05 1.20578891e-04 3.46452086e-04 1.03408005e-04
 9.53687191e-05 7.33191326e-05 1.18424609e-04 1.43263729e-04
 8.81540478e-05 8.30514683e-05]","[0.   0.01 0.06 0.01 0.   0.   0.01 0.86 0.   0.01 0.   0.01 0.   0.
 0.   0.02 0.   0.01]"
"[2.71798253e-05 3.47731176e-05 5.72170940e-05 4.96749263e-05
 9.98886170e-01 2.17226366e-05 2.56080423e-05 4.67462559e-05
 6.78309837e-05 3.85688723e-05 4.81389949e-04 2.33995422e-05
 4.51095424e-05 5.31222466e-05 2.19956186e-05 4.03081996e-05
 5.43066310e-05 2.48760692e-05]","[0.   0.   0.   0.   0.95 0.   0.   0.   0.01 0.   0.02 0.   0.   0.
 0.   0.01 0.01 0.  ]"
"[9.97586529e-01 1.27012768e-04 1.17238613e-04 1.18785302e-04
 8.16718284e-05 1.97124349e-04 1.32887018e-04 1.62264425e-04
 6.02878637e-05 1.69111695e-04 2.91268744e-04 1.57537647e-04
 1.11239789e-04 1.37307714e-04 1.34121280e-04 1.65612743e-04
 8.20258958e-05 1.67973054e-04]","[0.72 0.01 0.02 0.06 0.   0.03 0.02 0.   0.   0.03 0.   0.03 0.03 0.
 0.02 0.02 0.   0.01]"
"[5.28265401e-05 4.98987629e-05 5.76210898e-05 4.20224713e-05
 8.67735320e-05 2.04701587e-05 4.48096482e-05 5.03809663e-05
 9.08886548e-05 3.31359802e-05 3.38634601e-04 3.75343786e-05
 5.55010477e-05 4.88685259e-05 4.24488174e-05 3.64274274e-05
 9.98874800e-01 3.69574536e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.03 0.   0.02 0.   0.01 0.
 0.   0.   0.93 0.01]"
"[1.00163883e-04 1.05110788e-04 8.26903327e-05 8.89081770e-05
 6.35854567e-05 1.15049823e-04 1.02718943e-04 7.91265043e-05
 3.54293143e-05 9.98398637e-01 1.52957749e-04 1.10325757e-04
 1.01996406e-04 9.16347248e-05 1.08924358e-04 9.45812392e-05
 6.18908950e-05 1.06268382e-04]","[0.   0.02 0.   0.   0.   0.   0.   0.   0.   0.95 0.   0.   0.01 0.
 0.01 0.01 0.   0.  ]"
"[4.87902577e-05 3.33724653e-05 4.54005821e-05 3.57044145e-05
 4.22022724e-05 4.48530204e-05 5.10662947e-05 3.46065208e-05
 9.99004487e-01 4.60632074e-05 3.07935482e-04 4.37658067e-05
 5.34900061e-05 3.86465649e-05 3.58663610e-05 3.55976473e-05
 6.06689604e-05 3.74827334e-05]","[0.   0.   0.   0.   0.   0.   0.   0.   0.97 0.   0.   0.   0.   0.
 0.   0.01 0.02 0.  ]"
"[8.99696966e-05 1.11598370e-04 6.08854648e-05 7.06818237e-05
 4.11896901e-05 1.65489143e-04 9.98491448e-01 4.70739907e-05
 4.22515808e-05 1.15054962e-04 1.63143738e-05 1.37852730e-04
 1.18069280e-04 8.31148797e-05 7.06116505e-05 8.08694528e-05
 5.07884337e-05 2.06736019e-04]","[0.05 0.   0.   0.   0.   0.1  0.71 0.   0.   0.07 0.   0.   0.01 0.01
 0.02 0.03 0.   0.  ]"
"[9.54120765e-05 1.31909876e-04 6.36735316e-05 9.21881675e-05
 5.96286217e-05 1.31084140e-04 1.07193467e-04 7.22730510e-05
 2.45795976e-05 6.99131827e-04 5.00520082e-05 1.55275798e-04
 9.52910031e-05 7.61620684e-05 9.97814509e-01 1.04749963e-04
 6.13636279e-05 1.65522229e-04]","[0.01 0.03 0.   0.   0.   0.01 0.   0.   0.   0.   0.   0.   0.01 0.01
 0.91 0.02 0.   0.  ]"
"[1.03336979e-04 1.07224955e-04 9.40121838e-05 1.05510042e-04
 6.89649542e-05 1.03347890e-04 9.93055781e-05 8.66539013e-05
 4.26131262e-05 1.15397404e-04 1.94183917e-04 1.03845042e-04
 9.98298830e-01 1.05067721e-04 1.04328211e-04 1.11671950e-04
 6.45440416e-05 9.11625497e-05]","[0.   0.   0.02 0.   0.   0.01 0.   0.   0.   0.01 0.   0.   0.93 0.
 0.01 0.01 0.   0.01]"
"[3.87825649e-05 4.84345118e-05 8.32206154e-05 7.10708922e-05
 1.46581126e-04 3.09114071e-05 3.72671915e-05 6.80400469e-05
 9.97953286e-01 5.58960290e-05 1.08798068e-03 3.28022504e-05
 6.55997847e-05 7.77059331e-05 3.13307983e-05 5.82023362e-05
 7.82621717e-05 3.46259642e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.98 0.   0.01 0.   0.   0.
 0.   0.   0.   0.  ]"
"[1.32447738e-04 2.13997147e-04 1.38501238e-04 2.00706792e-04
 9.52790191e-05 2.23116380e-04 1.10589940e-04 1.00746082e-04
 3.74667030e-05 1.50263705e-04 8.15118107e-05 3.09664297e-04
 1.22235587e-04 1.07015315e-04 9.97447167e-01 1.81796288e-04
 6.47225418e-05 2.82772627e-04]","[0.01 0.06 0.02 0.03 0.   0.02 0.01 0.   0.   0.03 0.   0.04 0.01 0.
 0.7  0.06 0.   0.01]"
"[1.01150659e-04 9.98618548e-01 7.60402234e-05 7.57113916e-05
 5.34047608e-05 5.76507634e-05 9.22073760e-05 7.76049919e-05
 2.62040522e-05 8.17186884e-05 7.21955579e-05 1.15459355e-04
 1.00688060e-04 6.53184140e-05 1.10514123e-04 7.86281326e-05
 6.12341199e-05 1.35720854e-04]","[0.02 0.83 0.   0.   0.   0.01 0.02 0.   0.01 0.   0.   0.   0.   0.
 0.04 0.04 0.   0.03]"
"[1.02517040e-04 1.56967941e-04 4.13491718e-05 4.95527597e-05
 3.27579561e-05 2.39276669e-04 6.33469016e-04 4.68366189e-05
 1.64225432e-05 9.06569330e-05 4.14733133e-06 2.33106158e-04
 8.68734273e-05 2.95562328e-05 1.31362613e-04 3.92588160e-05
 2.34875370e-05 9.98042401e-01]","[0.01 0.05 0.   0.01 0.   0.02 0.05 0.   0.   0.01 0.   0.03 0.   0.
 0.   0.   0.   0.82]"
"[6.62029186e-05 4.44461962e-05 8.49905972e-05 7.29970988e-05
 9.96483410e-01 4.38435582e-05 6.11421785e-05 4.86359211e-05
 1.45776262e-04 4.98679147e-05 2.42250829e-03 4.66001105e-05
 7.14885209e-05 6.75797145e-05 5.41622898e-05 7.40379882e-05
 1.26472226e-04 3.58385884e-05]","[0.   0.   0.   0.   0.62 0.   0.   0.   0.01 0.   0.37 0.   0.   0.
 0.   0.   0.   0.  ]"
"[6.39351587e-05 8.38894525e-05 5.30428179e-05 5.80594895e-05
 3.97115550e-05 9.98729461e-01 8.68958164e-05 8.04754695e-05
 2.65663729e-05 1.11952141e-04 5.86202440e-05 1.17526492e-04
 6.11471512e-05 6.29047294e-05 9.34021858e-05 8.46635564e-05
 4.34546167e-05 1.44292048e-04]","[0.   0.   0.   0.   0.   0.99 0.   0.   0.   0.   0.   0.01 0.   0.
 0.   0.   0.   0.  ]"
"[9.98622455e-01 7.25231388e-05 8.66523443e-05 4.69969914e-05
 5.70122499e-05 9.98792958e-05 4.75549107e-05 8.01153580e-05
 3.35964618e-05 8.16220747e-05 1.74947282e-04 8.75669336e-05
 1.04400494e-04 9.09016164e-05 8.48966999e-05 6.96885378e-05
 5.91585259e-05 1.00032010e-04]","[0.94 0.   0.   0.   0.   0.02 0.   0.   0.   0.01 0.   0.   0.01 0.
 0.   0.01 0.01 0.  ]"
"[7.54241932e-05 6.18113016e-05 4.53958499e-05 5.60174469e-05
 1.43271145e-04 5.21634674e-05 5.98122661e-05 4.17315147e-05
 1.52356267e-04 8.38287881e-05 4.95901186e-04 5.60093460e-05
 6.08351738e-05 6.56819922e-05 4.53220484e-05 3.50588849e-05
 9.98420011e-01 4.93678016e-05]","[0.02 0.   0.01 0.03 0.   0.   0.   0.   0.05 0.01 0.03 0.   0.01 0.
 0.01 0.01 0.82 0.  ]"
"[9.88450420e-05 8.29783934e-05 9.98430598e-01 8.68221509e-05
 7.85814012e-05 3.37953256e-05 2.51635026e-04 1.07601877e-04
 1.07578758e-04 6.06290623e-05 9.97593974e-05 6.05919898e-05
 1.10580795e-04 1.09108392e-04 7.33439373e-05 7.37513679e-05
 7.74673509e-05 5.63319144e-05]","[0.   0.01 0.87 0.   0.   0.   0.01 0.03 0.01 0.   0.   0.   0.01 0.05
 0.01 0.   0.   0.  ]"
"[5.29409255e-05 3.27313828e-05 6.93167427e-05 4.82618038e-05
 9.97692799e-01 2.20789913e-05 3.43160656e-05 6.61303203e-05
 8.84747178e-05 3.63633657e-05 1.45675581e-03 2.94832597e-05
 5.46671090e-05 6.93044195e-05 3.83953186e-05 5.40931219e-05
 1.23837748e-04 3.00501648e-05]","[0.   0.   0.   0.   0.78 0.   0.   0.01 0.02 0.   0.19 0.   0.   0.
 0.   0.   0.   0.  ]"
"[3.20260819e-05 2.04309228e-05 3.74769749e-05 2.41383185e-05
 5.46330063e-05 2.74580080e-05 3.20523514e-05 2.04090289e-05
 9.99172599e-01 1.39115051e-05 3.30647065e-04 2.00105276e-05
 2.70029171e-05 3.07729725e-05 3.35251599e-05 2.34782170e-05
 7.28191685e-05 2.66088308e-05]","[0.   0.   0.   0.   0.01 0.   0.   0.   0.98 0.   0.   0.   0.   0.
 0.   0.   0.01 0.  ]"
"[3.96229394e-05 5.16092752e-05 7.36710520e-05 6.14542431e-05
 1.30156741e-04 3.78410486e-05 3.99745431e-05 6.19527424e-05
 9.98499767e-01 6.00469170e-05 5.72594863e-04 3.82761116e-05
 6.29390985e-05 6.82634123e-05 3.47283383e-05 4.96316280e-05
 7.32927673e-05 4.41769087e-05]","[0.   0.   0.   0.   0.02 0.   0.   0.   0.92 0.   0.05 0.   0.   0.
 0.   0.   0.01 0.  ]"
"[1.35179312e-04 8.88849587e-05 1.52365912e-04 7.34021185e-05
 1.02983081e-04 1.26711011e-04 1.44691094e-04 9.98137979e-01
 7.64338190e-05 9.67938524e-05 2.45672202e-04 5.88370614e-05
 1.30463470e-04 1.06040968e-04 1.30157822e-04 6.80198741e-05
 7.08173633e-05 5.45669728e-05]","[0.   0.01 0.04 0.   0.01 0.01 0.01 0.86 0.01 0.01 0.   0.   0.02 0.
 0.02 0.   0.   0.  ]"
"[9.35379749e-05 7.71342784e-05 1.01950526e-04 8.62131123e-05
 5.73408864e-05 1.02998425e-04 9.17178438e-05 1.04573755e-04
 5.74484070e-05 7.78744548e-05 2.27272266e-04 9.29219192e-05
 9.11437227e-05 1.04870599e-04 7.85031064e-05 9.98385183e-01
 5.95930349e-05 1.09722453e-04]","[0.01 0.   0.02 0.   0.   0.   0.02 0.   0.   0.01 0.   0.   0.   0.
 0.01 0.93 0.   0.  ]"
"[4.09012046e-05 5.36990071e-05 2.95641238e-05 3.06842264e-05
 4.04999527e-05 7.36832217e-05 4.20513530e-05 4.92299137e-05
 9.99096152e-01 4.41519843e-05 4.34772815e-05 9.24706004e-05
 5.81097969e-05 3.35613628e-05 6.59211978e-05 5.00148028e-05
 6.81545044e-05 8.76738421e-05]","[0.   0.   0.   0.   0.02 0.   0.   0.   0.93 0.   0.01 0.02 0.   0.
 0.   0.01 0.01 0.  ]"
"[1.18611510e-04 1.13983198e-04 1.10116088e-04 1.09202159e-04
 7.97025120e-05 1.19563790e-04 1.11288241e-04 9.45676144e-05
 4.17126234e-05 9.98109533e-01 2.43698119e-04 1.09917006e-04
 1.16972421e-04 1.22165687e-04 1.11770608e-04 1.12539141e-04
 7.48201925e-05 9.98356695e-05]","[0.01 0.01 0.   0.01 0.   0.   0.02 0.   0.01 0.93 0.   0.   0.   0.
 0.01 0.   0.   0.  ]"
"[6.43833974e-05 1.03632188e-04 6.19059685e-05 7.16866322e-05
 6.09806141e-05 8.56684344e-05 7.50791998e-05 1.02902345e-04
 1.81321125e-05 9.98185698e-01 7.35695649e-05 1.10859544e-04
 7.67322726e-05 7.40829909e-05 9.74207882e-05 7.81400906e-05
 6.26209000e-05 5.96504587e-04]","[0.01 0.01 0.   0.   0.   0.   0.01 0.   0.   0.93 0.   0.   0.01 0.
 0.01 0.01 0.   0.01]"
"[9.24475204e-05 8.92918109e-05 8.33448032e-05 8.53266335e-05
 5.27306565e-05 9.56256773e-05 1.27060455e-04 7.26400226e-05
 2.28640131e-05 1.13913517e-04 1.64060320e-05 1.00058501e-04
 6.80664307e-05 4.62405914e-05 9.98630916e-01 1.19379291e-04
 5.72505712e-05 1.26437510e-04]","[0.   0.02 0.01 0.   0.   0.02 0.02 0.   0.   0.02 0.   0.02 0.   0.
 0.86 0.03 0.   0.  ]"
